Qwen 3 1.7B dense																						wandb 6hrpz2d5	/home1/doyoonkim/.cache/huggingface/hub/models--Qwen--Qwen3-1.7B/snapshots/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/6hrpz2d5
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
std	0.24	0.5	0.61	0.74	93	1.91	0.77	4.53	274	0.18	0.18	1.08	25	0.0	3.22	-	1042	0.63	1.04	0.89	73	0.27
																						
Qwen 3 1.7B s60 ALPS+retrain																						wandb hzxoxhy6	cosmos1030/gmp-kd3e-1-s60pct-lr1e-4_20260811_213610	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/hzxoxhy6
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	42.89	68.4	25.0	5.26	7924	21.21	68.18	64.29	13933	38.82	35.3	19.52	7606	7.46	74.25	0	27528	78.54	11.3	3.67	3563	48.31
1	44.61	69.6	28.0	7.47	8135	26.77	63.64	62.26	13557	40.11	34.38	17.97	7663	9.33	74.63	0	27624	77.26	11.68	3.63	3588	49.07
42	43.51	69.2	23.8	5.49	7948	25.76	67.17	68.63	13697	36.23	35.49	17.86	7714	7.46	70.52	0	26948	78.92	11.14	3.65	3552	47.95
mean	43.67	69.07	25.6	6.08	8002	24.58	66.33	65.06	13729	38.39	35.06	18.45	7661	8.08	73.13	0.0	27367	78.24	11.37	3.65	3568	48.44
std	0.87	0.61	2.16	1.21	116	2.96	2.39	3.25	190	1.98	0.59	0.93	54	1.08	2.27	0.0	366	0.87	0.27	0.02	19	0.57
																						
Qwen 3 1.7B s60 Ours																						wandb padwnv7g	cosmos1030/gmp-kd3e-1-s60pct-lr5e-5_20260901_121104	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/padwnv7g
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	42.74	65.8	28.8	5.47	7789	27.78	69.7	56.36	13576	37.71	49.35	26.96	9144	3.36	87.31	0	29697	79.08	10.69	3.16	3118	46.49
1	42.41	65.6	27.4	4.27	7687	26.26	66.16	57.69	13476	39.56	46.58	28.5	8855	2.99	83.58	0	29215	77.63	10.46	1.95	3205	46.44
42	43.77	66.2	29.0	8.46	7912	28.79	59.6	56.14	13056	39.93	48.98	29.17	9182	4.48	87.31	0	29680	79.45	9.63	2.58	3135	47.51
mean	42.97	65.87	28.4	6.07	7796	27.61	65.15	56.73	13369	39.06	48.31	28.21	9060	3.61	86.07	0.0	29531	78.72	10.26	2.56	3152	46.81
std	0.71	0.31	0.87	2.16	113	1.27	5.13	0.84	276	1.19	1.51	1.13	179	0.78	2.15	0.0	274	0.96	0.56	0.61	46	0.61
																						
Qwen 3 1.7B s60 Ours w/o OPD (0.5/0.5/0)																						wandb p6wbr5vh	cosmos1030/gmp-kd5e-1-s60pct-lr5e-5_20260916_225506	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/p6wbr5vh
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	41.07	66.0	27.4	6.36	7706	29.8	48.48	45.76	12140	31.05	56.01	36.31	10217	1.87	89.18	0	30165	76.65	11.68	3.96	3166	43.89
1	42.77	66.0	25.4	3.94	7639	32.83	45.96	52.31	12095	36.04	53.23	32.82	9849	1.12	86.57	0	30314	77.86	11.07	3.12	3190	45.26
42	40.64	64.8	27.0	4.32	7731	28.79	50.51	45.61	12244	31.24	53.05	33.73	9750	1.49	86.94	0	30072	76.88	12.51	3.45	3216	43.6
mean	41.49	65.6	26.6	4.87	7692	30.47	48.32	47.89	12160	32.78	54.1	34.29	9939	1.49	87.56	0.0	30183	77.13	11.75	3.51	3190	44.25
std	1.13	0.69	1.06	1.3	48	2.1	2.28	3.82	76	2.83	1.66	1.81	246	0.37	1.41	0.0	122	0.64	0.72	0.42	25	0.88
																						
Qwen 3 1.7B s70 SparseGPT																						wandb l8vhz473	cosmos1030/sparsegpt-qwen3-1.7b-s70pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/l8vhz473
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	3.09	0	0.4	-	95	2.53	35.86	100	5893	12.94	30.87	21.43	5082	0	1.12	-	393	0	0.15	-	42	3.23
1	2.98	0	1.0	-	192	2.53	35.86	80.0	5892	12.38	28.65	14.93	4717	0	1.12	-	390	0	0.23	-	48	3.1
42	3.62	0	0.2	-	62	4.04	36.36	100	5977	14.05	29.21	21.05	4807	0	1.12	-	391	0	0.15	-	43	3.51
mean	3.23	0.0	0.53	-	116	3.03	36.03	93.33	5920	13.12	29.57	19.14	4868	0.0	1.12	-	391	0.0	0.18	-	44	3.28
std	0.34	0.0	0.42	-	68	0.87	0.29	11.55	49	0.85	1.15	3.65	190	0.0	0.0	-	1	0.0	0.04	-	3	0.21
																						
Qwen 3 1.7B s70 SparseGPT selfgen  [0/3 seeds complete]  [running]																						wandb 7k37ndvr	/home1/doyoonkim/projects/elsa/models/qwen3_1.7b_sgpt_s70pct_n128_selfgenv3	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/7k37ndvr
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	1.4	97.0	100	15939	-	-	-	-	10.91	98.34	100	16134	0	32.46	-	10688	0.3	96.21	100	7882	3.15
																						
Qwen 3 1.7B s70 SparseLLM  [1/3 seeds complete]  [중복시드: 런 2개 / 시드 1개]  [crashed/running]																						wandb xyw3a0cu 0d5r5pz8	cosmos1030/sparsellm-qwen3-1.7b-s70pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/xyw3a0cu https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/0d5r5pz8
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	8.03	4.8	99.8	100	16352	21.72	100	100	16384	11.83	87.43	95.31	14326	0	96.64	-	31668	1.82	86.13	100	7056	4.61
																						
Qwen 3 1.7B s70 ALPS																						wandb 0751lhxv	cosmos1030/alps-qwen3-1.7b-s70pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/0751lhxv
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	9.35	8.4	99.6	100	16319	18.18	99.49	100	16302	12.75	97.97	95.65	16051	0	98.13	-	32235	7.43	95.91	100	7857	7.15
1	9.88	9.0	99.8	100	16351	20.71	100	100	16384	11.83	97.41	95.31	15985	0	98.13	-	32182	7.88	94.16	100	7715	7.18
42	9.37	7.2	99.4	100	16286	20.71	100	100	16384	11.65	95.93	96.83	15754	0	97.39	-	32029	7.28	95.38	98.96	7814	6.53
mean	9.53	8.2	99.6	100.0	16319	19.87	99.83	100.0	16357	12.08	97.1	95.93	15930	0.0	97.89	-	32149	7.53	95.15	99.65	7795	6.95
std	0.3	0.92	0.2	0.0	33	1.46	0.29	0.0	48	0.59	1.05	0.79	156	0.0	0.43	-	107	0.32	0.89	0.6	73	0.36
																						
Qwen 3 1.7B s70 ALPS selfgen  [0/3 seeds complete]																						wandb pbroz1nr	/home1/doyoonkim/projects/elsa/models/qwen3_1.7b_alps_selfgen_v3_s70pct	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/pbroz1nr
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
seed	accuracy	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy	truncation rate	correct truncation rate	avg tokens	accuracy
0	-	5.4	64.4	96.3	10563	-	-	-	-	14.05	57.86	53.95	9489	0	0.37	-	150	0.23	2.73	100	245	4.92
1	-	4.8	62.2	100	10232	-	-	-	-	13.31	59.52	59.72	9762	0	0.75	-	271	0.3	3.71	100	326	4.6
42	-	7.2	64.2	88.89	10538	-	-	-	-	13.49	58.04	49.32	9519	0	0.75	-	271	0.3	3.56	100	314	5.25
																						
Qwen 3 1.7B s70 ALPS+retrain																						wandb jnh2a153	cosmos1030/gmp-kd3e-1-s70pct-lr5e-5_20260811_231644	https://wandb.ai/dyk6208-gwangju-institute-of-science-and-technology/reasoning_qwen3_1.7b_nostrip8192/runs/jnh2a153
	avg5	math500				GPQA				IFEval				LCB				GSM8K				avg4 (no GPQA)
